invoice_id,order_id,invoice_date,due_date,customer_name,customer_id,customer_email,amount,tax_amount,currency,invoice_reference,status
INV_TXN00010,ORD_857168,2026-08-06,2026-09-05,Crestview Real Estate,CUST_5889,billing@crestviewrealestate.com,5921.75,1065.91,INR,INV-738551,PAID
INV_TXN00022,ORD_240814,2026-08-11,2026-09-10,Metro Mobility Cabs,CUST_2753,billing@metromobilitycabs.com,9270.03,1668.61,INR,INV-262998,PAID
INV_TXN00017,ORD_520521,2026-08-15,2026-09-14,BlueWave Maritime,CUST_3697,billing@bluewavemaritime.com,206081.22,37094.62,INR,INV-102260,PAID
INV_TXN00005,ORD_974628,2026-08-21,2026-09-20,Titanium Infrastructure,CUST_7065,billing@titaniuminfrastructure.com,74654.73,13437.85,INR,INV-319684,PAID
INV_TXN00027,ORD_799330,2026-08-13,2026-09-12,Metro Mobility Cabs,CUST_6794,accounts@metromobilitycabs.com,8957.21,1612.3,INR,INV-207786,PAID
INV_TXN00033,ORD_101773,2026-08-10,2026-09-09,Summit Telecom,CUST_7691,finance@summittelecom.com,12796.22,2303.32,INR,INV/753425,PAID
INV_TXN00023,ORD_146228,2026-08-10,2026-09-09,Quantum Cloud Systems,CUST_6464,accounts@quantumcloudsystems.com,6734.02,1212.12,INR,INV-103717,PAID
INV_TXN00025,ORD_710805,2026-08-13,2026-09-12,Summit Telecom,CUST_3426,accounts@summittelecom.com,2147.01,386.46,INR,INV-679364,PAID
INV_TXN00013,ORD_842225,2026-08-08,2026-09-07,Apex Global Logistics,CUST_4750,billing@apexgloballogistics.com,21022.87,3784.12,INR,INV-132938,PAID
INV_TXN00041,ORD_345884,2026-08-07,2026-09-06,Quantum Cloud Systems,CUST_2052,billing@quantumcloudsystems.com,10562.27,1901.21,INR,INV-258157,PAID
INV_TXN00040,ORD_597732,2026-08-08,2026-09-07,Solaris Energy Corp,CUST_5499,billing@solarisenergycorp.com,56190.75,10114.33,INR,INV-903013,PAID
INV_TXN00039,ORD_686075,2026-08-18,2026-09-17,Innovate Digital Labs,CUST_8305,billing@innovatedigitallabs.com,57906.14,10423.11,INR,INV-954596,PAID
INV_TXN00037,ORD_502630,2026-08-04,2026-09-03,Horizon Healthcare,CUST_7965,finance@horizonhealthcare.com,15471.31,2784.84,INR,INV-254739,PAID
INV_TXN00002,ORD_343962,2026-08-01,2026-08-31,Metro Mobility Cabs,CUST_4257,billing@metromobilitycabs.com,9044.35,1627.98,INR,INV-539898,PAID
INV_TXN00006,ORD_383060,2026-08-13,2026-09-12,Nexus Retail Solutions,CUST_6313,billing@nexusretailsolutions.com,83428.89,15017.2,INR,INV-340174,PAID
INV_TXN00011,ORD_480612,2026-08-16,2026-09-15,Horizon Healthcare,CUST_1949,billing@horizonhealthcare.com,134261.38,24167.05,INR,INV-694916,PAID
INV_TXN00050,ORD_427110,2026-08-08,2026-09-07,Vortex Manufacturing,CUST_5941,billing@vortexmanufacturing.com,12543.29,2257.79,INR,INV-179688,ISSUED
INV_TXN00016,ORD_361941,2026-08-03,2026-09-02,Nexus Retail Solutions,CUST_2604,billing@nexusretailsolutions.com,434411.03,78193.99,INR,INV-783823,PAID
INV_TXN00031,ORD_792094,2026-08-13,2026-09-12,Pinnacle Food Products,CUST_2889,finance@pinnaclefoodproducts.com,9801.49,1764.27,INR,INV/910891,PAID
INV_TXN00038,ORD_829716,2026-08-15,2026-09-14,Nexus Retail Solutions,CUST_3184,finance@nexusretailsolutions.com,12800.88,2304.16,INR,INV-684482,PAID
INV_TXN00046,ORD_442722,2026-08-03,2026-09-02,Solaris Energy Corp,CUST_1317,billing@solarisenergycorp.com,268625.93,48352.67,INR,INV-888539,CANCELLED
INV_TXN00007,ORD_623481,2026-08-19,2026-09-18,Quantum Cloud Systems,CUST_5339,billing@quantumcloudsystems.com,60813.07,10946.35,INR,INV-358607,PAID
INV_TXN00032,ORD_378361,2026-08-17,2026-09-16,Innovate Digital Labs,CUST_4114,finance@innovatedigitallabs.com,52093.48,9376.83,INR,INV/863934,PAID
INV_TXN00044,ORD_672661,2026-08-13,2026-09-12,Aegis Security Solutions,CUST_7624,billing@aegissecuritysolutions.com,7541.81,1357.53,INR,INV-330080,PAID
INV_TXN00051,ORD_991597,2026-08-12,2026-09-11,Silverline Chemicals,CUST_9289,billing@silverlinechemicals.com,8224.81,1480.47,INR,INV-920652,ISSUED
INV_TXN00036,ORD_254511,2026-08-15,2026-09-14,Horizon Healthcare,CUST_7790,finance@horizonhealthcare.com,80321.59,14457.89,INR,INV-598216,PAID
INV_TXN00004,ORD_407419,2026-08-03,2026-09-02,Apex Global Logistics,CUST_4150,billing@apexgloballogistics.com,80710.81,14527.95,INR,INV-148050,PAID
INV_TXN00003,ORD_900581,2026-08-09,2026-09-08,BlueWave Maritime,CUST_2519,billing@bluewavemaritime.com,5487.36,987.72,INR,INV-201414,PAID
INV_TXN00018,ORD_328275,2026-08-16,2026-09-15,Nexus Retail Solutions,CUST_9883,billing@nexusretailsolutions.com,1227.06,220.87,INR,INV-884309,PAID
INV_TXN00009,ORD_680099,2026-08-04,2026-09-03,Metro Mobility Cabs,CUST_2876,billing@metromobilitycabs.com,9793.95,1762.91,INR,INV-887352,PAID
INV_TXN00035,ORD_563638,2026-08-21,2026-09-20,Crestview Real Estate,CUST_4848,finance@crestviewrealestate.com,7974.05,1435.33,INR,INV/790855,PAID
INV_TXN00001,ORD_770487,2026-08-18,2026-09-17,Horizon Healthcare,CUST_5506,billing@horizonhealthcare.com,1986.18,357.51,INR,INV-334053,PAID
INV_TXN00020,ORD_429445,2026-08-03,2026-09-02,Quantum Cloud Systems,CUST_7484,billing@quantumcloudsystems.com,53864.09,9695.54,INR,INV-804318,PAID
INV_TXN00012,ORD_273148,2026-08-03,2026-09-02,Omni Retail Ventures,CUST_7118,billing@omniretailventures.com,4094.63,737.03,INR,INV-642717,PAID
INV_TXN00024,ORD_269430,2026-08-10,2026-09-09,Metro Mobility Cabs,CUST_8239,accounts@metromobilitycabs.com,7351.01,1323.18,INR,INV-877236,PAID
INV_TXN00015,ORD_156802,2026-08-07,2026-09-06,Pinnacle Food Products,CUST_7596,billing@pinnaclefoodproducts.com,36135.79,6504.44,INR,INV-939482,PAID
INV_TXN00019,ORD_171262,2026-08-03,2026-09-02,Silverline Chemicals,CUST_2964,billing@silverlinechemicals.com,1076.25,193.72,INR,INV-358175,PAID
