invoice_id,order_id,invoice_date,due_date,customer_name,customer_id,customer_email,amount,tax_amount,currency,invoice_reference,status
INV_TXN00179,ORD_712401,2026-08-08,2026-09-07,Quantum Cloud Systems,CUST_9180,finance@quantumcloudsystems.com,6007.68,1081.38,INR,INV-305721,PAID
INV_TXN00168,ORD_515182,2026-08-02,2026-09-01,Vortex Manufacturing,CUST_1519,finance@vortexmanufacturing.com,1424.52,256.41,INR,INV/544278,PAID
INV_TXN00033,ORD_254511,2026-08-14,2026-09-13,Aegis Security Solutions,CUST_5011,billing@aegissecuritysolutions.com,21190.4,3814.27,INR,INV-740967,PAID
INV_TXN00113,ORD_950916,2026-08-07,2026-09-06,Omni Retail Ventures,CUST_2033,accounts@omniretailventures.com,1332.85,239.91,INR,INV-241403,PAID
INV_TXN00145,ORD_622469,2026-08-07,2026-09-06,Aegis Security Solutions,CUST_8648,accounts@aegissecuritysolutions.com,8911.68,1604.1,INR,INV-639728,PAID
INV_TXN00094,ORD_181644,2026-08-04,2026-09-03,Silverline Chemicals,CUST_8033,billing@silverlinechemicals.com,50503.99,9090.72,INR,INV-524068,PAID
INV_TXN00066,ORD_718849,2026-08-21,2026-09-20,Crestview Real Estate,CUST_2633,billing@crestviewrealestate.com,2590.25,466.25,INR,INV-579123,PAID
INV_TXN00165,ORD_267475,2026-08-20,2026-09-19,Innovate Digital Labs,CUST_9998,finance@innovatedigitallabs.com,7097.19,1277.49,INR,INV/240057,PAID
INV_TXN00076,ORD_594379,2026-08-15,2026-09-14,Innovate Digital Labs,CUST_6374,billing@innovatedigitallabs.com,69009.33,12421.68,INR,INV-332120,PAID
INV_TXN00245,ORD_360322,2026-08-17,2026-09-16,Solaris Energy Corp,CUST_1862,billing@solarisenergycorp.com,5905.72,1063.03,INR,INV-966120,PAID
INV_TXN00112,ORD_145649,2026-08-12,2026-09-11,Solaris Energy Corp,CUST_7116,billing@solarisenergycorp.com,11933.54,2148.04,INR,INV-883618,PAID
INV_TXN00116,ORD_400009,2026-08-07,2026-09-06,Pinnacle Food Products,CUST_1783,accounts@pinnaclefoodproducts.com,3458.95,622.61,INR,INV-474314,PAID
INV_TXN00123,ORD_136489,2026-08-16,2026-09-15,Horizon Healthcare,CUST_2101,accounts@horizonhealthcare.com,8006.64,1441.2,INR,INV-232361,PAID
INV_TXN00169,ORD_242007,2026-08-18,2026-09-17,BlueWave Maritime,CUST_6697,finance@bluewavemaritime.com,14480.09,2606.42,INR,INV/493892,PAID
INV_TXN00030,ORD_446239,2026-08-13,2026-09-12,Paramount Consulting Group,CUST_3041,billing@paramountconsultinggroup.com,6421.7,1155.91,INR,INV-631756,PAID
INV_TXN00019,ORD_171262,2026-08-03,2026-09-02,Silverline Chemicals,CUST_2964,billing@silverlinechemicals.com,1076.25,193.72,INR,INV-358175,PAID
INV_TXN00143,ORD_380464,2026-08-13,2026-09-12,Quantum Cloud Systems,CUST_5061,accounts@quantumcloudsystems.com,1871.3,336.83,INR,INV-571435,PAID
INV_TXN00111,ORD_405420,2026-08-03,2026-09-02,Horizon Healthcare,CUST_6780,billing@horizonhealthcare.com,10133.38,1824.01,INR,INV-698384,PAID
INV_TXN00136,ORD_362778,2026-08-04,2026-09-03,Quantum Cloud Systems,CUST_5496,accounts@quantumcloudsystems.com,6625.2,1192.54,INR,INV-305837,PAID
INV_TXN00128,ORD_574001,2026-08-04,2026-09-03,Apex Global Logistics,CUST_8292,accounts@apexgloballogistics.com,8294.62,1493.03,INR,INV-281043,PAID
INV_TXN00227,ORD_644676,2026-08-14,2026-09-13,Acme Technologies,CUST_3165,billing@acmetechnologies.com,84454.27,15201.77,INR,INV-108454,PAID
INV_TXN00040,ORD_497542,2026-08-12,2026-09-11,Aegis Security Solutions,CUST_2341,billing@aegissecuritysolutions.com,19427.28,3496.91,INR,INV-120324,PAID
INV_TXN00138,ORD_279516,2026-08-04,2026-09-03,Silverline Chemicals,CUST_6531,accounts@silverlinechemicals.com,1370.75,246.73,INR,INV-790731,PAID
INV_TXN00141,ORD_265759,2026-08-11,2026-09-10,Aegis Security Solutions,CUST_7809,accounts@aegissecuritysolutions.com,5179.98,932.4,INR,INV-560959,PAID
INV_TXN00106,ORD_915922,2026-08-02,2026-09-01,Vortex Manufacturing,CUST_3655,billing@vortexmanufacturing.com,89205.16,16056.93,INR,INV-940181,PAID
INV_TXN00012,ORD_273148,2026-08-03,2026-09-02,Omni Retail Ventures,CUST_7118,billing@omniretailventures.com,4094.63,737.03,INR,INV-642717,PAID
INV_TXN00043,ORD_970917,2026-08-19,2026-09-18,Paramount Consulting Group,CUST_2669,billing@paramountconsultinggroup.com,83469.88,15024.58,INR,INV-991597,PAID
INV_TXN00152,ORD_483366,2026-08-16,2026-09-15,Vortex Manufacturing,CUST_9446,finance@vortexmanufacturing.com,10847.08,1952.47,INR,INV/147504,PAID
INV_TXN00224,ORD_578693,2026-08-10,2026-09-09,Vortex Manufacturing,CUST_5489,billing@vortexmanufacturing.com,452859.11,81514.64,INR,INV-822040,ISSUED
INV_TXN00173,ORD_388519,2026-08-21,2026-09-20,Silverline Chemicals,CUST_6222,finance@silverlinechemicals.com,14598.21,2627.68,INR,INV/682851,PAID
INV_TXN00162,ORD_772464,2026-08-15,2026-09-14,Crestview Real Estate,CUST_4050,finance@crestviewrealestate.com,43108.15,7759.47,INR,INV/302177,PAID
INV_TXN00108,ORD_626392,2026-08-04,2026-09-03,Apex Global Logistics,CUST_7326,billing@apexgloballogistics.com,5120.93,921.77,INR,INV-493124,PAID
INV_TXN00172,ORD_327823,2026-08-19,2026-09-18,Quantum Cloud Systems,CUST_5944,finance@quantumcloudsystems.com,330444.13,59479.94,INR,INV/955413,PAID
INV_TXN00100,ORD_280941,2026-08-12,2026-09-11,Omni Retail Ventures,CUST_8172,billing@omniretailventures.com,2801.82,504.33,INR,INV-649525,PAID
INV_TXN00176,ORD_449138,2026-08-08,2026-09-07,Vortex Manufacturing,CUST_4921,finance@vortexmanufacturing.com,291568.35,52482.3,INR,INV/883159,PAID
INV_TXN00072,ORD_819112,2026-08-12,2026-09-11,Paramount Consulting Group,CUST_9138,billing@paramountconsultinggroup.com,66600.52,11988.09,INR,INV-913423,PAID
INV_TXN00022,ORD_240814,2026-08-11,2026-09-10,Metro Mobility Cabs,CUST_2753,billing@metromobilitycabs.com,9270.03,1668.61,INR,INV-262998,PAID
INV_TXN00121,ORD_387892,2026-08-16,2026-09-15,Apex Global Logistics,CUST_1939,accounts@apexgloballogistics.com,7040.66,1267.32,INR,INV-770532,PAID
INV_TXN00230,ORD_258727,2026-08-04,2026-09-03,Innovate Digital Labs,CUST_3017,billing@innovatedigitallabs.com,3650.05,657.01,INR,INV-819916,ISSUED
INV_TXN00184,ORD_287974,2026-08-09,2026-09-08,Vortex Manufacturing,CUST_7502,finance@vortexmanufacturing.com,12320.61,2217.71,INR,INV-749887,PAID
INV_TXN00061,ORD_237377,2026-08-08,2026-09-07,Aegis Security Solutions,CUST_8178,billing@aegissecuritysolutions.com,9635.32,1734.36,INR,INV-227324,PAID
INV_TXN00082,ORD_915809,2026-08-17,2026-09-16,Crestview Real Estate,CUST_8405,billing@crestviewrealestate.com,117346.01,21122.28,INR,INV-332311,PAID
INV_TXN00164,ORD_502206,2026-08-21,2026-09-20,Solaris Energy Corp,CUST_4871,finance@solarisenergycorp.com,15972.04,2874.97,INR,INV/710754,PAID
INV_TXN00029,ORD_428914,2026-08-18,2026-09-17,Solaris Energy Corp,CUST_4114,billing@solarisenergycorp.com,15143.76,2725.88,INR,INV-146542,PAID
INV_TXN00044,ORD_778998,2026-08-15,2026-09-14,Aegis Security Solutions,CUST_7882,billing@aegissecuritysolutions.com,5751.73,1035.31,INR,INV-210665,PAID
INV_TXN00144,ORD_502810,2026-08-13,2026-09-12,Horizon Healthcare,CUST_7850,accounts@horizonhealthcare.com,9664.17,1739.55,INR,INV-745270,PAID
INV_TXN00074,ORD_924718,2026-08-16,2026-09-15,Crestview Real Estate,CUST_9697,billing@crestviewrealestate.com,36842.46,6631.64,INR,INV-385765,PAID
INV_TXN00091,ORD_534303,2026-08-19,2026-09-18,Zenith Financial Services,CUST_9394,billing@zenithfinancialservices.com,4607.07,829.27,INR,INV-461939,PAID
INV_TXN00075,ORD_247594,2026-08-12,2026-09-11,BlueWave Maritime,CUST_2479,billing@bluewavemaritime.com,2292.04,412.57,INR,INV-114594,PAID
INV_TXN00005,ORD_974628,2026-08-21,2026-09-20,Titanium Infrastructure,CUST_7065,billing@titaniuminfrastructure.com,74654.73,13437.85,INR,INV-319684,PAID
INV_TXN00197,ORD_614858,2026-08-19,2026-09-18,Solaris Energy Corp,CUST_4273,billing@solarisenergycorp.com,46026.32,8284.74,INR,INV-956156,PAID
INV_TXN00214,ORD_693127,2026-08-18,2026-09-17,Metro Mobility Cabs,CUST_9880,billing@metromobilitycabs.com,2156.0,388.08,INR,INV-635618,CANCELLED
INV_TXN00150,ORD_505116,2026-08-03,2026-09-02,Metro Mobility Cabs,CUST_8378,accounts@metromobilitycabs.com,3517.49,633.15,INR,INV-628750,PAID
INV_TXN00054,ORD_678805,2026-08-02,2026-09-01,Summit Telecom,CUST_1043,billing@summittelecom.com,54942.56,9889.66,INR,INV-572387,PAID
INV_TXN00127,ORD_374492,2026-08-16,2026-09-15,Omni Retail Ventures,CUST_5264,accounts@omniretailventures.com,2931.13,527.6,INR,INV-912609,PAID
INV_TXN00038,ORD_413118,2026-08-08,2026-09-07,Metro Mobility Cabs,CUST_7865,billing@metromobilitycabs.com,82988.79,14937.98,INR,INV-883826,PAID
INV_TXN00211,ORD_613426,2026-08-12,2026-09-11,Starlight Media Works,CUST_8939,billing@starlightmediaworks.com,67649.85,12176.97,INR,INV-429861,PAID
INV_TXN00233,ORD_510780,2026-08-20,2026-09-19,Aegis Security Solutions,CUST_9655,billing@aegissecuritysolutions.com,7743.95,1393.91,INR,INV-504630,ISSUED
INV_TXN00004,ORD_407419,2026-08-03,2026-09-02,Apex Global Logistics,CUST_4150,billing@apexgloballogistics.com,80710.81,14527.95,INR,INV-148050,PAID
INV_TXN00202,ORD_510133,2026-08-03,2026-09-02,Acme Technologies,CUST_3321,billing@acmetechnologies.com,6531.64,1175.7,INR,INV-606222,PAID
INV_TXN00018,ORD_328275,2026-08-16,2026-09-15,Nexus Retail Solutions,CUST_9883,billing@nexusretailsolutions.com,1227.06,220.87,INR,INV-884309,PAID
INV_TXN00088,ORD_701987,2026-08-11,2026-09-10,Acme Technologies,CUST_5381,billing@acmetechnologies.com,11554.94,2079.89,INR,INV-289179,PAID
INV_TXN00226,ORD_755993,2026-08-03,2026-09-02,Apex Global Logistics,CUST_4705,billing@apexgloballogistics.com,3594.61,647.03,INR,INV-837880,ISSUED
INV_TXN00085,ORD_339592,2026-08-11,2026-09-10,BlueWave Maritime,CUST_8430,billing@bluewavemaritime.com,41566.61,7481.99,INR,INV-536196,PAID
INV_TXN00213,ORD_186686,2026-08-10,2026-09-09,Horizon Healthcare,CUST_8492,billing@horizonhealthcare.com,3760.23,676.84,INR,INV-406278,ISSUED
INV_TXN00249,ORD_101533,2026-08-02,2026-09-01,Vortex Manufacturing,CUST_5584,billing@vortexmanufacturing.com,267926.34,48226.74,INR,INV-655550,ISSUED
INV_TXN00240,ORD_962460,2026-08-09,2026-09-08,Starlight Media Works,CUST_2934,billing@starlightmediaworks.com,11826.3,2128.73,INR,INV-489933,PAID
INV_TXN00103,ORD_289019,2026-08-03,2026-09-02,Aegis Security Solutions,CUST_6598,billing@aegissecuritysolutions.com,2494.7,449.05,INR,INV-301332,PAID
INV_TXN00110,ORD_349183,2026-08-03,2026-09-02,Horizon Healthcare,CUST_1782,billing@horizonhealthcare.com,67938.9,12229.0,INR,INV-540218,PAID
INV_TXN00221,ORD_828449,2026-08-03,2026-09-02,Aegis Security Solutions,CUST_8511,billing@aegissecuritysolutions.com,13099.16,2357.85,INR,INV-443187,PAID
INV_TXN00174,ORD_494747,2026-08-02,2026-09-01,Horizon Healthcare,CUST_9683,finance@horizonhealthcare.com,83490.97,15028.37,INR,INV/999197,PAID
INV_TXN00031,ORD_497562,2026-08-07,2026-09-06,BlueWave Maritime,CUST_5930,billing@bluewavemaritime.com,40829.37,7349.29,INR,INV-674553,PAID
INV_TXN00098,ORD_591699,2026-08-12,2026-09-11,Apex Global Logistics,CUST_9312,billing@apexgloballogistics.com,1045.31,188.16,INR,INV-425486,PAID
INV_TXN00177,ORD_659572,2026-08-15,2026-09-14,Paramount Consulting Group,CUST_2615,finance@paramountconsultinggroup.com,13300.77,2394.14,INR,INV-374267,PAID
INV_TXN00020,ORD_429445,2026-08-03,2026-09-02,Quantum Cloud Systems,CUST_7484,billing@quantumcloudsystems.com,53864.09,9695.54,INR,INV-804318,PAID
INV_TXN00025,ORD_934794,2026-08-14,2026-09-13,Zenith Financial Services,CUST_5088,billing@zenithfinancialservices.com,90151.45,16227.26,INR,INV-470858,PAID
INV_TXN00039,ORD_507746,2026-08-11,2026-09-10,Quantum Cloud Systems,CUST_8022,billing@quantumcloudsystems.com,4272.27,769.01,INR,INV-584125,PAID
INV_TXN00246,ORD_943409,2026-08-03,2026-09-02,Omni Retail Ventures,CUST_8483,billing@omniretailventures.com,41409.31,7453.68,INR,INV-396020,PAID
INV_TXN00185,ORD_525750,2026-08-21,2026-09-20,Paramount Consulting Group,CUST_1519,finance@paramountconsultinggroup.com,21852.44,3933.44,INR,INV-817269,PAID
INV_TXN00159,ORD_664739,2026-08-21,2026-09-20,Zenith Financial Services,CUST_2641,finance@zenithfinancialservices.com,60138.53,10824.94,INR,INV/153231,PAID
INV_TXN00092,ORD_728437,2026-08-10,2026-09-09,Paramount Consulting Group,CUST_4349,billing@paramountconsultinggroup.com,79953.68,14391.66,INR,INV-321494,PAID
INV_TXN00129,ORD_800280,2026-08-04,2026-09-03,Metro Mobility Cabs,CUST_2063,accounts@metromobilitycabs.com,5879.54,1058.32,INR,INV-464301,PAID
INV_TXN00158,ORD_809489,2026-08-03,2026-09-02,BlueWave Maritime,CUST_5201,finance@bluewavemaritime.com,14352.05,2583.37,INR,INV/404561,PAID
INV_TXN00234,ORD_112653,2026-08-14,2026-09-13,Pinnacle Food Products,CUST_9951,billing@pinnaclefoodproducts.com,12665.11,2279.72,INR,INV-238394,CANCELLED
INV_TXN00084,ORD_763829,2026-08-14,2026-09-13,Innovate Digital Labs,CUST_7240,billing@innovatedigitallabs.com,7830.49,1409.49,INR,INV-656329,PAID
INV_TXN00223,ORD_236937,2026-08-04,2026-09-03,Zenith Financial Services,CUST_8230,billing@zenithfinancialservices.com,54064.45,9731.6,INR,INV-756596,ISSUED
INV_TXN00087,ORD_797660,2026-08-08,2026-09-07,Silverline Chemicals,CUST_2697,billing@silverlinechemicals.com,10022.68,1804.08,INR,INV-632060,PAID
INV_TXN00225,ORD_197874,2026-08-06,2026-09-05,Solaris Energy Corp,CUST_7493,billing@solarisenergycorp.com,13605.1,2448.92,INR,INV-186424,ISSUED
INV_TXN00124,ORD_488984,2026-08-16,2026-09-15,Apex Global Logistics,CUST_8273,accounts@apexgloballogistics.com,6165.3,1109.75,INR,INV-490084,PAID
INV_TXN00028,ORD_984642,2026-08-09,2026-09-08,Zenith Financial Services,CUST_1452,billing@zenithfinancialservices.com,14456.75,2602.21,INR,INV-373903,PAID
INV_TXN00077,ORD_139019,2026-08-18,2026-09-17,Horizon Healthcare,CUST_2592,billing@horizonhealthcare.com,7077.83,1274.01,INR,INV-663658,PAID
INV_TXN00252,ORD_385166,2026-08-05,2026-09-04,Vortex Manufacturing,CUST_3693,billing@vortexmanufacturing.com,64700.18,11646.03,INR,INV-242723,ISSUED
INV_TXN00188,ORD_177959,2026-08-19,2026-09-18,Starlight Media Works,CUST_3362,finance@starlightmediaworks.com,14441.3,2599.43,INR,INV-991737,PAID
INV_TXN00131,ORD_478427,2026-08-02,2026-09-01,Omni Retail Ventures,CUST_7044,accounts@omniretailventures.com,8232.96,1481.93,INR,INV-680933,PAID
INV_TXN00002,ORD_343962,2026-08-01,2026-08-31,Metro Mobility Cabs,CUST_4257,billing@metromobilitycabs.com,9044.35,1627.98,INR,INV-539898,PAID
INV_TXN00027,ORD_582662,2026-08-09,2026-09-08,Horizon Healthcare,CUST_4728,billing@horizonhealthcare.com,48869.61,8796.53,INR,INV-124813,PAID
INV_TXN00194,ORD_499226,2026-08-09,2026-09-08,Solaris Energy Corp,CUST_7899,billing@solarisenergycorp.com,2924.51,526.41,INR,INV-617077,PAID
INV_TXN00134,ORD_234568,2026-08-06,2026-09-05,Quantum Cloud Systems,CUST_3981,accounts@quantumcloudsystems.com,4893.56,880.84,INR,INV-969325,PAID
INV_TXN00078,ORD_745558,2026-08-12,2026-09-11,Titanium Infrastructure,CUST_1536,billing@titaniuminfrastructure.com,14283.05,2570.95,INR,INV-327823,PAID
INV_TXN00120,ORD_468623,2026-08-16,2026-09-15,Titanium Infrastructure,CUST_1693,accounts@titaniuminfrastructure.com,6533.66,1176.06,INR,INV-568849,PAID
INV_TXN00056,ORD_723948,2026-08-09,2026-09-08,Omni Retail Ventures,CUST_3037,billing@omniretailventures.com,6336.37,1140.55,INR,INV-822131,PAID
INV_TXN00186,ORD_495490,2026-08-16,2026-09-15,Nexus Retail Solutions,CUST_8109,finance@nexusretailsolutions.com,2985.06,537.31,INR,INV-767678,PAID
INV_TXN00118,ORD_940064,2026-08-12,2026-09-11,Apex Global Logistics,CUST_7955,accounts@apexgloballogistics.com,4875.46,877.58,INR,INV-186624,PAID
INV_TXN00180,ORD_961501,2026-08-05,2026-09-04,Omni Retail Ventures,CUST_9954,finance@omniretailventures.com,44934.97,8088.29,INR,INV-276405,PAID
INV_TXN00097,ORD_281926,2026-08-19,2026-09-18,Starlight Media Works,CUST_2234,billing@starlightmediaworks.com,54436.01,9798.48,INR,INV-910389,PAID
INV_TXN00109,ORD_970068,2026-08-09,2026-09-08,Omni Retail Ventures,CUST_8685,billing@omniretailventures.com,1648.77,296.78,INR,INV-745239,PAID
INV_TXN00198,ORD_814827,2026-08-14,2026-09-13,Paramount Consulting Group,CUST_9180,billing@paramountconsultinggroup.com,84612.07,15230.17,INR,INV-971662,PAID
INV_TXN00079,ORD_299028,2026-08-01,2026-08-31,Apex Global Logistics,CUST_8450,billing@apexgloballogistics.com,9772.65,1759.08,INR,INV-794963,PAID
INV_TXN00065,ORD_350405,2026-08-13,2026-09-12,Summit Telecom,CUST_4826,billing@summittelecom.com,7358.16,1324.47,INR,INV-145767,PAID
INV_TXN00167,ORD_645617,2026-08-05,2026-09-04,Vortex Manufacturing,CUST_1945,finance@vortexmanufacturing.com,1306.72,235.21,INR,INV/635167,PAID
INV_TXN00160,ORD_205428,2026-08-16,2026-09-15,Metro Mobility Cabs,CUST_6262,finance@metromobilitycabs.com,451359.85,81244.77,INR,INV/784607,PAID
INV_TXN00154,ORD_536774,2026-08-19,2026-09-18,Acme Technologies,CUST_1841,finance@acmetechnologies.com,80973.77,14575.28,INR,INV/787436,PAID
INV_TXN00215,ORD_143631,2026-08-09,2026-09-08,Horizon Healthcare,CUST_2425,billing@horizonhealthcare.com,17739.58,3193.12,INR,INV-412170,CANCELLED
INV_TXN00034,ORD_787926,2026-08-17,2026-09-16,Summit Telecom,CUST_2746,billing@summittelecom.com,14390.51,2590.29,INR,INV-329471,PAID
INV_TXN00183,ORD_658065,2026-08-10,2026-09-09,Acme Technologies,CUST_1280,finance@acmetechnologies.com,4483.74,807.07,INR,INV-117538,PAID
INV_TXN00003,ORD_900581,2026-08-09,2026-09-08,BlueWave Maritime,CUST_2519,billing@bluewavemaritime.com,5487.36,987.72,INR,INV-201414,PAID
INV_TXN00006,ORD_383060,2026-08-13,2026-09-12,Nexus Retail Solutions,CUST_6313,billing@nexusretailsolutions.com,83428.89,15017.2,INR,INV-340174,PAID
INV_TXN00228,ORD_340068,2026-08-05,2026-09-04,Zenith Financial Services,CUST_3181,billing@zenithfinancialservices.com,13274.34,2389.38,INR,INV-208214,CANCELLED
INV_TXN00237,ORD_636141,2026-08-21,2026-09-20,Quantum Cloud Systems,CUST_2083,billing@quantumcloudsystems.com,9003.34,1620.6,INR,INV-662445,PAID
